                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     86,                 1.2296,                0.62066,                 1.6325,                0.75918,                0.54034,                0.61856,                0.40885,                 2.5822,                 2.2743,                 2.0096,               0.007195,               0.007195,               0.007195
                     87,                 1.2212,                0.62335,                 1.6368,                0.74664,                0.56927,                0.62434,                0.41321,                 2.6279,                 2.3017,                 2.0299,               0.007162,               0.007162,               0.007162
                     88,                  1.206,                 0.6131,                 1.6311,                0.74085,                0.54077,                0.60872,                0.40398,                 2.6623,                 2.3628,                 2.0491,               0.007129,               0.007129,               0.007129
                     89,                 1.1926,                0.61874,                 1.6306,                0.75393,                0.53333,                0.60338,                0.39851,                 2.6596,                 2.4627,                 2.0353,               0.007096,               0.007096,               0.007096
                     90,                  1.198,                0.60592,                 1.6311,                0.76851,                0.55135,                0.63129,                 0.4146,                 2.6295,                 2.3289,                 2.0154,               0.007063,               0.007063,               0.007063
                     91,                 1.1965,                0.60391,                 1.6326,                0.73731,                0.53552,                0.60176,                0.40388,                 2.6553,                 2.6615,                 2.0295,                0.00703,                0.00703,                0.00703
                     92,                 1.1946,                0.60947,                   1.63,                 0.7644,                0.56217,                0.62277,                0.41292,                 2.6063,                 2.3283,                 2.0178,               0.006997,               0.006997,               0.006997
                     93,                 1.2019,                0.60734,                 1.6342,                0.75746,                0.56306,                0.62791,                0.41766,                 2.5934,                 2.3377,                 2.0174,               0.006964,               0.006964,               0.006964
                     94,                 1.2183,                 0.6238,                 1.6291,                0.78228,                0.52931,                0.61548,                0.40644,                 2.6474,                  2.454,                 2.0289,               0.006931,               0.006931,               0.006931
                     95,                 1.2066,                0.60942,                  1.632,                0.71113,                0.57371,                0.61797,                0.40871,                 2.6345,                 2.3662,                   2.03,               0.006898,               0.006898,               0.006898
                     96,                 1.2028,                0.60541,                 1.6264,                0.73571,                0.54085,                0.60476,                0.40061,                 2.6221,                 2.5048,                 2.0407,               0.006865,               0.006865,               0.006865
                     97,                 1.1886,                0.58973,                 1.6236,                0.75204,                0.53602,                0.61152,                0.40541,                 2.6352,                  2.577,                 2.0425,               0.006832,               0.006832,               0.006832
                     98,                  1.197,                0.60511,                 1.6307,                 0.7604,                0.54115,                0.60592,                0.39605,                 2.6737,                 2.4852,                 2.0428,               0.006799,               0.006799,               0.006799
                     99,                 1.1708,                0.58939,                 1.6273,                0.74241,                0.57282,                0.62506,                0.41518,                 2.6281,                 2.2872,                 2.0381,               0.006766,               0.006766,               0.006766
                    100,                 1.2016,                0.60457,                 1.6305,                0.78812,                0.53108,                0.61958,                0.40783,                 2.6272,                 2.4374,                 2.0456,               0.006733,               0.006733,               0.006733
                    101,                 1.1887,                0.59934,                 1.6311,                  0.784,                 0.5222,                0.61474,                0.40132,                 2.6592,                 2.4061,                 2.0473,                 0.0067,                 0.0067,                 0.0067
                    102,                 1.1798,                0.60198,                  1.627,                0.77839,                0.54263,                0.61788,                0.41832,                 2.6008,                 2.3654,                 2.0422,               0.006667,               0.006667,               0.006667
                    103,                 1.2026,                0.60416,                 1.6301,                 0.7732,                0.53996,                0.62273,                0.41527,                 2.6056,                 2.4316,                 2.0366,               0.006634,               0.006634,               0.006634
                    104,                 1.1821,                0.59305,                 1.6296,                0.78469,                0.54352,                0.61921,                0.41177,                 2.6066,                 2.4821,                 2.0381,               0.006601,               0.006601,               0.006601
                    105,                 1.1813,                0.58283,                 1.6258,                0.78226,                0.53197,                0.61371,                0.40899,                 2.6239,                 2.3577,                 2.0448,               0.006568,               0.006568,               0.006568
                    106,                 1.1651,                0.58949,                  1.632,                0.75033,                 0.5524,                0.61062,                0.41046,                 2.6217,                 2.4155,                 2.0488,               0.006535,               0.006535,               0.006535
                    107,                 1.1828,                0.59135,                 1.6268,                0.76329,                0.56217,                0.61622,                0.40436,                 2.6525,                 2.4666,                 2.0445,               0.006502,               0.006502,               0.006502
                    108,                 1.1925,                0.60497,                 1.6395,                0.79978,                0.51793,                0.60564,                0.39488,                 2.7091,                 2.4936,                 2.0645,               0.006469,               0.006469,               0.006469
