                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     85,                 1.1129,                0.96732,                0.98347,                0.87392,                0.27431,                0.31736,                0.21112,                 1.1407,                0.97524,                 1.0184,               0.001684,               0.001684,               0.001684
                     86,                 1.0889,                0.96527,                 0.9776,                0.88277,                0.26452,                0.31651,                0.21234,                 1.1525,                 0.9945,                  1.026,               0.001585,               0.001585,               0.001585
                     87,                 1.1167,                0.95942,                0.98049,                0.85663,                0.27453,                0.31287,                0.20852,                 1.1562,                0.97915,                 1.0239,               0.001486,               0.001486,               0.001486
                     88,                 1.0919,                0.94313,                0.98433,                0.85245,                 0.2815,                0.31369,                0.21077,                 1.1514,                0.98733,                 1.0279,               0.001387,               0.001387,               0.001387
                     89,                 1.0841,                0.95113,                0.97375,                0.84409,                0.29223,                0.31257,                0.21036,                 1.1409,                 0.9854,                 1.0202,               0.001288,               0.001288,               0.001288
                     90,                 1.0857,                0.92896,                0.97484,                0.83998,                0.29491,                0.31588,                0.21043,                 1.1401,                0.98184,                 1.0169,               0.001189,               0.001189,               0.001189
                     91,                 1.0309,                0.84605,                0.97442,                0.85636,                0.28642,                0.31638,                0.21042,                 1.1485,                0.99311,                 1.0213,                0.00109,                0.00109,                0.00109
                     92,                  1.041,                0.85134,                0.98139,                0.85354,                0.29231,                0.31788,                0.21341,                 1.1476,                0.98527,                 1.0189,               0.000991,               0.000991,               0.000991
                     93,                 1.0082,                0.82136,                0.96487,                0.87372,                0.27212,                0.31571,                0.21375,                 1.1489,                0.99717,                 1.0241,               0.000892,               0.000892,               0.000892
                     94,                 1.0164,                0.83359,                0.97322,                0.84975,                0.28508,                0.31533,                0.21202,                 1.1329,                0.98904,                 1.0165,               0.000793,               0.000793,               0.000793
                     95,                0.99649,                 0.8141,                0.96475,                0.87825,                0.27435,                  0.316,                0.21296,                 1.1427,                0.97216,                 1.0185,               0.000694,               0.000694,               0.000694
                     96,                 1.0064,                0.82818,                0.96814,                0.87019,                0.28016,                0.31965,                0.21323,                 1.1397,                 0.9721,                 1.0184,               0.000595,               0.000595,               0.000595
                     97,                0.99361,                0.80215,                0.95212,                0.86657,                0.28478,                0.31934,                0.21308,                 1.1367,                0.97461,                 1.0173,               0.000496,               0.000496,               0.000496
                     98,                 1.0207,                  0.811,                0.96482,                0.85124,                0.29012,                0.31872,                 0.2141,                 1.1365,                0.97286,                 1.0159,               0.000397,               0.000397,               0.000397
                     99,                0.99356,                0.80145,                0.96204,                0.85624,                0.29119,                0.31899,                0.21504,                  1.135,                0.97072,                 1.0163,               0.000298,               0.000298,               0.000298
                    100,                0.99311,                0.78213,                0.95753,                0.85336,                0.29288,                0.31902,                0.21549,                 1.1291,                0.96559,                 1.0135,               0.000199,               0.000199,               0.000199
